payment_ref,payment_timestamp,value_date,amount,currency,payment_channel,customer_id,narration,payment_status,entered_by,branch_code,expected_fee
PS-dc63a8c639,2024-02-01,2024-03-12,32993.96,KES,MPESA,24604,M-PESA PAY 24604,SUCCESS,TELLER,BR14,321.2
PS-709a3984be,2024-03-08,2024-03-28,27015.01,KES,CASH,27751,CASH DEP 27751,SUCCESS,SYSTEM,BR20,63.92
PS-aecfa8f1c5,2024-02-12,2024-02-21,2241.64,KES,CASH,25742,Cash deposit acc 25742,SUCCESS,SYSTEM,BR16,7.64
PS-e8954bbd38,2024-03-03,2024-01-21,24218.79,KES,CHEQUE,20561,Cheque deposit for member 20561,SUCCESS,BATCH,BR18,70.19
PS-408f4baf2d,2024-01-27,2024-02-15,8139.72,KES,MPESA,24757,MPESA 24757,SUCCESS,SYSTEM,BR01,46.63
PS-c4ac6e5080,2024-03-09,2024-01-29,36359.29,KES,CASH,23658,Cash deposit acc 23658,SUCCESS,SYSTEM,BR20,201.71
PS-87a302ca37,2024-02-17,2024-01-14,29407.42,KES,CASH,28526,CASH DEP 28526,FAILED,SYSTEM,BR10,201.75
PS-dc28ba60c4,2024-02-19,2024-03-02,23341.8,KES,MPESA,23349,MPESA 23349,SUCCESS,BATCH,BR02,222.93
PS-07def6182a,2024-02-17,2024-01-09,25997.56,KES,CASH,26208,CASH DEP 26208,SUCCESS,SYSTEM,BR04,69.47
PS-96c4b17917,2024-03-18,2024-02-16,21839.81,KES,MPESA,24986,MPESA 24986,SUCCESS,TELLER,BR10,87.17
PS-5e3517f0e4,2024-02-26,2024-01-27,2916.32,KES,CASH,21464,Cash deposit acc 21464,SUCCESS,TELLER,BR02,8.98
PS-510f5ae538,2024-01-28,2024-01-31,21711.85,KES,MPESA,28671,MPESA 28671,SUCCESS,BATCH,BR16,127.16
PS-d4f2335d1b,2024-03-04,2024-03-29,34011.84,KES,CHEQUE,23964,Cheque dep member 23964,SUCCESS,SYSTEM,BR04,229.08
PS-5399809a16,2024-03-02,2024-03-27,5832.69,KES,MPESA,22635,Mobile payment member 22635,SUCCESS,TELLER,BR04,18.36
PS-f3dbb3dc9a,2024-02-07,2024-02-13,47719.85,KES,CHEQUE,20943,CHQ DEP MBR 20943,FAILED,TELLER,BR02,475.97
PS-7e744587d6,2024-01-05,2024-03-26,49631.34,KES,CASH,24846,Cash deposit acc 24846,SUCCESS,BATCH,BR16,258.66
PS-3e46173805,2024-02-09,2024-02-18,26261.21,KES,CHEQUE,27507,Cheque deposit for member 27507,SUCCESS,SYSTEM,BR07,55.29
PS-fa324d943f,2024-01-08,2024-01-04,26544.52,KES,CHEQUE,24621,Cheque deposit for member 24621,SUCCESS,BATCH,BR03,114.9
PS-58d22f5d66,2024-01-29,2024-01-03,30946.86,KES,CHEQUE,25126,CHQ DEP MBR 25126,SUCCESS,BATCH,BR09,88.22
PS-ccf6f3755d,2024-02-04,2024-02-22,48107.81,KES,CASH,29308,CASH DEP 29308,SUCCESS,TELLER,BR17,334.52
PS-d75fae6d9b,2024-02-18,2024-01-21,5438.92,KES,MPESA,23189,Mobile payment member 23189,SUCCESS,SYSTEM,BR05,30.56
PS-65b9350767,2024-01-17,2024-02-01,20508.91,KES,CASH,25362,Cash deposit acc 25362,SUCCESS,TELLER,BR08,188.13
PS-df03549164,2024-02-27,2024-01-14,18927.88,KES,CHEQUE,24701,Cheque deposit for member 24701,SUCCESS,SYSTEM,BR03,137.69
PS-59423a4086,2024-01-14,2024-03-07,36960.65,KES,CASH,28497,Cash deposit acc 28497,SUCCESS,BATCH,BR01,173.51
PS-fa951ad925,2024-01-15,2024-01-24,21852.14,KES,MPESA,26763,Mobile payment member 26763,SUCCESS,BATCH,BR05,128.98
PS-9ba10255ba,2024-03-19,2024-01-05,38680.54,KES,MPESA,29065,M-PESA PAY 29065,SUCCESS,BATCH,BR13,324.81
PS-c02625e2ec,2024-03-19,2024-02-11,16656.06,KES,CHEQUE,26820,Cheque dep member 26820,SUCCESS,SYSTEM,BR10,73.68
PS-e0e9e4dd65,2024-03-29,2024-03-12,8423.5,KES,CHEQUE,20242,Cheque deposit for member 20242,FAILED,SYSTEM,BR18,53.52
PS-7350a8dc25,2024-02-29,2024-01-31,36347.25,KES,CHEQUE,26437,CHQ DEP MBR 26437,SUCCESS,TELLER,BR10,179.41
PS-6268bcdb86,2024-03-09,2024-01-05,41961.11,KES,CHEQUE,23708,Cheque dep member 23708,SUCCESS,TELLER,BR13,311.87
PS-7f948a17c2,2024-03-18,2024-02-01,46044.29,KES,CHEQUE,29620,Cheque dep member 29620,SUCCESS,BATCH,BR14,94.45
PS-fa4de195f8,2024-01-12,2024-03-05,13552.87,KES,CHEQUE,21397,Cheque dep member 21397,FAILED,BATCH,BR04,117.19
PS-2226aa7242,2024-02-18,2024-03-25,6697.13,KES,CASH,29505,Cash deposit acc 29505,SUCCESS,SYSTEM,BR16,35.32
PS-178159397b,2024-01-06,2024-01-29,38964.6,KES,CASH,29047,CASH DEP 29047,SUCCESS,TELLER,BR09,106.99
PS-2ef10dd1c2,2024-03-12,2024-03-22,5630.41,KES,CASH,21142,Cash deposit acc 21142,FAILED,SYSTEM,BR01,54.0
PS-4bff0f1dc0,2024-02-10,2024-03-22,35021.68,KES,CHEQUE,25600,Cheque deposit for member 25600,SUCCESS,SYSTEM,BR19,257.34
PS-8c914d4cfc,2024-02-23,2024-01-01,22796.58,KES,MPESA,25074,M-PESA PAY 25074,SUCCESS,BATCH,BR09,190.1
PS-1085f55435,2024-03-05,2024-02-28,5454.33,KES,MPESA,26330,M-PESA PAY 26330,SUCCESS,TELLER,BR03,11.86
PS-fe5a31399d,2024-02-19,2024-02-04,40561.55,KES,MPESA,21713,MPESA 21713,SUCCESS,SYSTEM,BR05,388.21
PS-33c6bbd544,2024-03-17,2024-02-04,16742.05,KES,MPESA,22498,Mobile payment member 22498,FAILED,SYSTEM,BR09,37.14
PS-e57cb8bdaa,2024-03-15,2024-03-19,13643.47,KES,MPESA,23519,M-PESA PAY 23519,SUCCESS,SYSTEM,BR01,93.24
PS-c55c9df061,2024-02-20,2024-03-19,30618.7,KES,CHEQUE,23762,CHQ DEP MBR 23762,SUCCESS,TELLER,BR06,261.07
PS-6d8199a7cf,2024-01-03,2024-01-29,4005.01,KES,MPESA,26627,Mobile payment member 26627,SUCCESS,SYSTEM,BR15,19.24
PS-2d0305c0f8,2024-03-03,2024-02-20,32472.24,KES,CASH,21070,Cash deposit acc 21070,SUCCESS,TELLER,BR02,86.04
PS-a29c3105c8,2024-02-22,2024-01-13,20599.3,KES,CASH,28746,Cash deposit acc 28746,SUCCESS,SYSTEM,BR08,106.48
PS-fa81d1a807,2024-02-07,2024-03-07,1555.26,KES,MPESA,26365,MPESA 26365,SUCCESS,SYSTEM,BR20,6.85
PS-1e21ee0c91,2024-03-07,2024-03-16,38857.42,KES,MPESA,29198,MPESA 29198,SUCCESS,BATCH,BR09,238.36
PS-a829a28021,2024-01-14,2024-01-04,44960.06,KES,CHEQUE,27656,Cheque deposit for member 27656,SUCCESS,SYSTEM,BR15,91.33
PS-62cf7ac520,2024-01-29,2024-03-24,24571.19,KES,MPESA,21176,MPESA 21176,FAILED,SYSTEM,BR19,227.52
PS-c7c5c288cf,2024-01-05,2024-02-26,40542.76,KES,CHEQUE,29756,Cheque dep member 29756,SUCCESS,TELLER,BR04,383.24
PS-69738da17e,2024-02-24,2024-01-07,5777.55,KES,MPESA,21210,Mobile payment member 21210,SUCCESS,SYSTEM,BR20,12.65
PS-cd6f33cba1,2024-02-15,2024-02-12,14687.39,KES,MPESA,21520,M-PESA PAY 21520,SUCCESS,SYSTEM,BR15,62.19
PS-c02507e7ac,2024-03-25,2024-03-13,33446.37,KES,CHEQUE,23807,Cheque dep member 23807,SUCCESS,SYSTEM,BR11,166.97
PS-e8cc0c98b0,2024-03-28,2024-01-04,28593.57,KES,CHEQUE,22650,Cheque deposit for member 22650,SUCCESS,BATCH,BR08,139.58
PS-7e1c483e73,2024-03-15,2024-03-15,15900.28,KES,CHEQUE,20020,Cheque deposit for member 20020,SUCCESS,SYSTEM,BR13,156.45
PS-3e42b5f5ec,2024-03-19,2024-03-02,19602.88,KES,CASH,23513,CASH DEP 23513,SUCCESS,TELLER,BR04,195.16
PS-66d5eb3f01,2024-03-29,2024-01-20,43518.13,KES,CASH,23546,CASH DEP 23546,SUCCESS,BATCH,BR16,336.88
PS-1be9dd9d91,2024-02-14,2024-03-08,39742.6,KES,CHEQUE,22494,CHQ DEP MBR 22494,SUCCESS,SYSTEM,BR08,345.15
PS-3c3bc988ec,2024-02-28,2024-03-25,33113.23,KES,MPESA,22513,Mobile payment member 22513,SUCCESS,SYSTEM,BR03,328.76
PS-43c6330901,2024-03-02,2024-03-18,29037.09,KES,MPESA,23955,MPESA 23955,SUCCESS,SYSTEM,BR02,158.06
PS-093aa251f7,2024-01-30,2024-02-10,28181.15,KES,MPESA,25984,MPESA 25984,SUCCESS,BATCH,BR05,83.07
PS-ca29657f6d,2024-03-30,2024-03-16,7244.25,KES,MPESA,21989,M-PESA PAY 21989,SUCCESS,BATCH,BR07,68.64
PS-fa0d74245b,2024-03-16,2024-03-09,19960.67,KES,MPESA,26078,M-PESA PAY 26078,SUCCESS,BATCH,BR15,42.41
PS-0b80e070f7,2024-02-16,2024-03-03,48870.43,KES,CASH,24849,Cash deposit acc 24849,SUCCESS,TELLER,BR20,378.2
PS-78f8cfb319,2024-01-13,2024-03-10,7049.85,KES,CASH,24104,CASH DEP 24104,SUCCESS,SYSTEM,BR19,68.52
PS-1ec2b50a93,2024-03-24,2024-01-08,6744.09,KES,MPESA,25932,MPESA 25932,SUCCESS,TELLER,BR20,63.34
PS-1313c78ec1,2024-01-15,2024-03-26,850.86,KES,CHEQUE,26380,Cheque dep member 26380,SUCCESS,TELLER,BR03,7.27
PS-21628c168a,2024-02-28,2024-01-25,21056.27,KES,CHEQUE,26948,Cheque dep member 26948,SUCCESS,SYSTEM,BR09,205.16
PS-96f1f32770,2024-01-30,2024-01-01,7396.1,KES,CHEQUE,28425,Cheque deposit for member 28425,SUCCESS,BATCH,BR18,45.09
PS-2b032775de,2024-02-18,2024-03-14,42757.87,KES,CASH,23165,Cash deposit acc 23165,SUCCESS,BATCH,BR18,377.19
PS-5f80447a9a,2024-01-10,2024-01-08,10233.79,KES,CHEQUE,27832,CHQ DEP MBR 27832,FAILED,BATCH,BR09,63.8
PS-a3e9cc6d25,2024-03-21,2024-02-01,44503.92,KES,CASH,28090,CASH DEP 28090,FAILED,SYSTEM,BR11,347.0
PS-f5a7ebfe7a,2024-03-08,2024-03-11,7355.89,KES,CASH,21150,Cash deposit acc 21150,FAILED,TELLER,BR01,38.88
PS-3f03b0b917,2024-02-06,2024-01-16,36498.13,KES,CASH,21337,CASH DEP 21337,SUCCESS,SYSTEM,BR03,259.3
PS-55f9e25c4a,2024-01-15,2024-03-29,8199.26,KES,CHEQUE,23659,Cheque dep member 23659,SUCCESS,SYSTEM,BR20,32.06
PS-101898e01a,2024-03-16,2024-01-09,16184.78,KES,CHEQUE,28302,CHQ DEP MBR 28302,SUCCESS,SYSTEM,BR14,67.84
PS-906b06871e,2024-01-09,2024-03-14,11653.75,KES,CHEQUE,23994,Cheque dep member 23994,SUCCESS,TELLER,BR06,114.44
PS-9b9198a27b,2024-02-21,2024-02-28,7884.66,KES,CASH,22292,Cash deposit acc 22292,SUCCESS,TELLER,BR13,71.79
PS-d68d30cc02,2024-03-20,2024-03-13,29367.08,KES,MPESA,23938,MPESA 23938,SUCCESS,TELLER,BR06,132.27
PS-442a676b04,2024-02-05,2024-02-01,13277.84,KES,MPESA,26790,M-PESA PAY 26790,SUCCESS,BATCH,BR14,108.0
PS-a709de2f87,2024-01-15,2024-01-10,25611.13,KES,MPESA,28882,MPESA 28882,SUCCESS,TELLER,BR08,60.72
PS-251f8a4d34,2024-02-11,2024-03-12,30447.49,KES,CHEQUE,24218,CHQ DEP MBR 24218,SUCCESS,SYSTEM,BR03,265.72
PS-bb4bb7b825,2024-03-29,2024-01-08,17712.14,KES,CASH,25198,CASH DEP 25198,SUCCESS,BATCH,BR06,145.95
PS-69816c7e1c,2024-02-15,2024-03-14,46489.03,KES,MPESA,28694,Mobile payment member 28694,SUCCESS,BATCH,BR05,98.86
PS-dca2bba229,2024-01-15,2024-02-22,47708.95,KES,MPESA,24365,Mobile payment member 24365,SUCCESS,BATCH,BR13,246.28
PS-768b42568e,2024-02-08,2024-01-10,7714.83,KES,CHEQUE,20368,Cheque dep member 20368,SUCCESS,TELLER,BR06,53.85
PS-2d584ebbcb,2024-03-03,2024-02-29,31151.81,KES,CASH,25647,Cash deposit acc 25647,SUCCESS,BATCH,BR15,304.08
PS-17aee0019f,2024-03-03,2024-03-15,30281.39,KES,CHEQUE,29359,CHQ DEP MBR 29359,SUCCESS,SYSTEM,BR03,197.27
PS-ef02f8bec1,2024-01-11,2024-01-10,36130.68,KES,MPESA,22392,Mobile payment member 22392,SUCCESS,SYSTEM,BR07,357.73
PS-d185c8c682,2024-01-19,2024-02-15,11311.69,KES,CHEQUE,27471,CHQ DEP MBR 27471,SUCCESS,BATCH,BR15,100.71
PS-c5192e6d96,2024-02-07,2024-01-21,8435.48,KES,CHEQUE,21705,Cheque deposit for member 21705,FAILED,TELLER,BR01,70.62
PS-c7c7306a02,2024-01-05,2024-03-06,18393.94,KES,CHEQUE,28897,Cheque dep member 28897,FAILED,TELLER,BR19,178.64
PS-b36198dedf,2024-01-29,2024-01-22,28151.66,KES,CASH,24140,Cash deposit acc 24140,SUCCESS,TELLER,BR16,210.11
PS-8f809e0bd2,2024-02-26,2024-01-30,10534.78,KES,CASH,28547,CASH DEP 28547,SUCCESS,SYSTEM,BR10,66.98
PS-4e67c32985,2024-01-09,2024-03-19,632.13,KES,CHEQUE,22446,CHQ DEP MBR 22446,SUCCESS,TELLER,BR18,2.76
PS-73628c1fce,2024-02-25,2024-03-28,13042.52,KES,MPESA,28925,M-PESA PAY 28925,SUCCESS,TELLER,BR16,90.05
PS-a73ae28d63,2024-01-21,2024-03-20,31646.92,KES,CHEQUE,27043,Cheque dep member 27043,SUCCESS,BATCH,BR11,152.79
PS-40ef8df727,2024-02-16,2024-01-11,35614.04,KES,CASH,21497,Cash deposit acc 21497,SUCCESS,BATCH,BR04,247.43
PS-72430a00f6,2024-01-23,2024-01-27,35645.26,KES,MPESA,28810,M-PESA PAY 28810,SUCCESS,TELLER,BR01,131.12
PS-ef900786ac,2024-01-05,2024-01-20,7164.7,KES,MPESA,20175,M-PESA PAY 20175,SUCCESS,BATCH,BR17,27.56
PS-e269fc1369,2024-03-22,2024-02-05,13949.97,KES,CASH,23119,Cash deposit acc 23119,SUCCESS,SYSTEM,BR11,117.95
PS-5b79f1682d,2024-01-19,2024-03-12,49040.24,KES,CHEQUE,29409,Cheque deposit for member 29409,SUCCESS,BATCH,BR04,439.87
PS-76cd07490d,2024-02-24,2024-03-19,6636.41,KES,CHEQUE,26494,CHQ DEP MBR 26494,SUCCESS,BATCH,BR16,51.86
PS-301dfc14dd,2024-02-02,2024-02-17,12812.1,KES,CHEQUE,25006,CHQ DEP MBR 25006,SUCCESS,SYSTEM,BR03,122.27
PS-fc13162d36,2024-02-29,2024-01-01,22076.76,KES,CHEQUE,26382,Cheque deposit for member 26382,SUCCESS,BATCH,BR18,94.91
PS-4d81b3401a,2024-03-24,2024-01-13,1859.73,KES,CASH,25427,CASH DEP 25427,SUCCESS,SYSTEM,BR10,5.84
PS-49448c6d36,2024-01-17,2024-02-07,8912.84,KES,CASH,26764,Cash deposit acc 26764,SUCCESS,TELLER,BR12,18.26
PS-061a7add05,2024-03-19,2024-03-14,30687.06,KES,CASH,20297,CASH DEP 20297,SUCCESS,TELLER,BR07,91.37
PS-6b4f32c216,2024-02-01,2024-03-30,16905.12,KES,CASH,22661,Cash deposit acc 22661,SUCCESS,TELLER,BR18,160.32
PS-7159281627,2024-02-28,2024-03-23,41953.94,KES,CASH,25314,CASH DEP 25314,SUCCESS,BATCH,BR10,162.79
PS-2316a622f6,2024-02-09,2024-03-04,3334.67,KES,CASH,24440,CASH DEP 24440,SUCCESS,TELLER,BR11,26.57
PS-82c4d05413,2024-01-12,2024-01-15,18524.55,KES,CASH,23251,CASH DEP 23251,SUCCESS,TELLER,BR11,84.37
PS-494a288869,2024-03-11,2024-03-09,23418.84,KES,CHEQUE,27133,Cheque deposit for member 27133,SUCCESS,SYSTEM,BR02,88.25
PS-ff3928090f,2024-01-31,2024-01-03,26810.45,KES,MPESA,27293,MPESA 27293,SUCCESS,SYSTEM,BR18,244.7
PS-fb1a8864d5,2024-01-16,2024-03-10,35481.58,KES,CHEQUE,28314,CHQ DEP MBR 28314,SUCCESS,TELLER,BR10,305.66
PS-885240a1a2,2024-02-17,2024-03-30,30653.03,KES,CHEQUE,22150,CHQ DEP MBR 22150,SUCCESS,BATCH,BR10,223.34
PS-90d1f10f5c,2024-02-15,2024-03-13,44024.44,KES,CASH,25971,CASH DEP 25971,SUCCESS,SYSTEM,BR11,244.75
PS-35105dc867,2024-03-28,2024-01-25,49136.44,KES,CASH,29823,CASH DEP 29823,SUCCESS,BATCH,BR18,186.13
PS-a4ec417fef,2024-02-26,2024-02-02,23652.93,KES,MPESA,25004,MPESA 25004,FAILED,BATCH,BR04,63.91
PS-9d0b393937,2024-02-15,2024-03-08,27699.87,KES,CHEQUE,26374,Cheque dep member 26374,FAILED,SYSTEM,BR02,232.23
PS-9197298a46,2024-01-24,2024-01-15,33135.23,KES,MPESA,21786,Mobile payment member 21786,FAILED,TELLER,BR13,254.3
PS-693248c136,2024-01-26,2024-02-04,3509.0,KES,MPESA,29750,MPESA 29750,FAILED,SYSTEM,BR03,10.66
PS-09ee5c5d39,2024-03-20,2024-01-30,29099.47,KES,CASH,28316,Cash deposit acc 28316,SUCCESS,BATCH,BR16,123.56
PS-bddc08ab5c,2024-03-14,2024-03-18,6283.18,KES,CASH,21733,CASH DEP 21733,SUCCESS,BATCH,BR20,18.93
PS-ff4e912adc,2024-02-20,2024-01-07,45364.97,KES,CASH,21722,Cash deposit acc 21722,SUCCESS,TELLER,BR17,336.34
PS-6acd6fd257,2024-01-19,2024-03-06,33992.99,KES,CASH,28863,CASH DEP 28863,SUCCESS,BATCH,BR18,302.07
PS-84b1a11025,2024-02-03,2024-01-31,25870.21,KES,MPESA,28390,M-PESA PAY 28390,SUCCESS,SYSTEM,BR13,195.93
PS-f067387f1e,2024-03-23,2024-01-01,45513.7,KES,CASH,20838,CASH DEP 20838,SUCCESS,TELLER,BR16,304.9
PS-204a5b0869,2024-03-24,2024-02-08,42557.83,KES,CASH,29541,CASH DEP 29541,FAILED,SYSTEM,BR15,317.99
PS-ed79e74d30,2024-01-06,2024-02-27,14216.64,KES,MPESA,24139,MPESA 24139,SUCCESS,BATCH,BR06,113.03
PS-b1ff7d63a0,2024-02-06,2024-03-24,32192.35,KES,MPESA,22219,Mobile payment member 22219,FAILED,SYSTEM,BR15,278.23
PS-74bae38357,2024-02-03,2024-02-01,34623.78,KES,CHEQUE,29306,CHQ DEP MBR 29306,SUCCESS,BATCH,BR17,127.22
PS-00dbe41738,2024-03-13,2024-01-07,47762.84,KES,MPESA,28449,MPESA 28449,SUCCESS,BATCH,BR19,464.69
PS-badba6fdc1,2024-01-29,2024-03-27,42826.07,KES,CASH,25961,CASH DEP 25961,SUCCESS,SYSTEM,BR14,313.83
PS-342fa8dd44,2024-01-28,2024-02-09,19231.63,KES,CHEQUE,29046,Cheque dep member 29046,SUCCESS,TELLER,BR16,167.85
PS-ee1c6d682c,2024-01-13,2024-03-28,49805.9,KES,CHEQUE,23449,CHQ DEP MBR 23449,SUCCESS,SYSTEM,BR13,137.03
PS-b781575b8a,2024-01-01,2024-03-03,33050.65,KES,MPESA,23167,M-PESA PAY 23167,SUCCESS,BATCH,BR07,168.67
PS-1a17421d19,2024-03-05,2024-02-11,9941.99,KES,CHEQUE,22567,CHQ DEP MBR 22567,SUCCESS,TELLER,BR08,91.8
PS-0943015d43,2024-03-11,2024-02-12,29599.5,KES,CASH,26697,Cash deposit acc 26697,SUCCESS,BATCH,BR06,112.29
PS-769f04e451,2024-01-21,2024-02-28,40157.55,KES,CASH,22264,Cash deposit acc 22264,SUCCESS,SYSTEM,BR11,340.17
PS-b6de68e6c0,2024-03-29,2024-01-07,22799.27,KES,CASH,24665,Cash deposit acc 24665,SUCCESS,TELLER,BR05,90.41
PS-9a3aaf7e62,2024-03-19,2024-02-12,4204.41,KES,MPESA,27898,Mobile payment member 27898,SUCCESS,BATCH,BR08,32.3
PS-d2d1926ae6,2024-01-06,2024-01-20,17561.49,KES,MPESA,25143,Mobile payment member 25143,SUCCESS,TELLER,BR14,51.08
PS-80780d6da7,2024-02-03,2024-02-16,10130.8,KES,CHEQUE,24120,Cheque dep member 24120,FAILED,SYSTEM,BR16,85.03
PS-4bceea95e9,2024-03-25,2024-03-17,5834.79,KES,CHEQUE,21821,Cheque deposit for member 21821,SUCCESS,BATCH,BR05,33.96
PS-fa1b4c1e8e,2024-02-21,2024-01-14,16583.92,KES,MPESA,20233,Mobile payment member 20233,SUCCESS,TELLER,BR05,153.41
PS-6a74a6ac27,2024-01-04,2024-02-16,12224.34,KES,CASH,28864,CASH DEP 28864,SUCCESS,SYSTEM,BR10,65.45
PS-a16855ea2f,2024-02-17,2024-02-17,33724.24,KES,CHEQUE,25778,CHQ DEP MBR 25778,FAILED,SYSTEM,BR19,157.28
PS-6c9b777248,2024-01-01,2024-03-04,11006.18,KES,MPESA,22065,MPESA 22065,SUCCESS,SYSTEM,BR18,75.35
PS-b619ce6438,2024-02-22,2024-01-25,11988.3,KES,CHEQUE,25105,Cheque dep member 25105,SUCCESS,BATCH,BR20,29.9
PS-87566df836,2024-02-01,2024-02-21,1946.97,KES,CHEQUE,26734,Cheque dep member 26734,SUCCESS,SYSTEM,BR05,18.66
PS-ebb067d521,2024-01-24,2024-01-20,1359.91,KES,CASH,26948,Cash deposit acc 26948,FAILED,BATCH,BR15,6.79
PS-9cf34f2683,2024-03-18,2024-01-05,1656.51,KES,CASH,25524,CASH DEP 25524,SUCCESS,BATCH,BR15,3.63
PS-99ae51b5c7,2024-01-08,2024-01-27,34071.65,KES,MPESA,21099,M-PESA PAY 21099,SUCCESS,TELLER,BR09,152.46
PS-13e0b28466,2024-01-21,2024-01-15,22102.97,KES,MPESA,20543,MPESA 20543,SUCCESS,TELLER,BR03,141.68
PS-e6aad67f21,2024-01-30,2024-03-16,12264.7,KES,CASH,23172,Cash deposit acc 23172,SUCCESS,BATCH,BR20,39.99
PS-a60670a032,2024-02-13,2024-01-29,30665.31,KES,CASH,26191,Cash deposit acc 26191,SUCCESS,SYSTEM,BR03,100.49
PS-909da80e9f,2024-01-17,2024-01-19,43361.66,KES,CHEQUE,26846,Cheque dep member 26846,SUCCESS,TELLER,BR15,240.91
PS-82b3248454,2024-02-06,2024-03-20,22974.48,KES,CHEQUE,24583,Cheque dep member 24583,SUCCESS,SYSTEM,BR16,181.1
PS-2079b6669f,2024-01-19,2024-01-08,39569.66,KES,MPESA,28772,MPESA 28772,SUCCESS,TELLER,BR05,129.4
PS-1a206ba21f,2024-01-11,2024-01-22,37490.89,KES,CASH,28495,CASH DEP 28495,SUCCESS,BATCH,BR18,90.88
PS-c0fddbc0ea,2024-03-05,2024-03-15,21089.88,KES,MPESA,24769,MPESA 24769,SUCCESS,TELLER,BR09,125.03
PS-41cb4b2461,2024-01-03,2024-03-23,21139.32,KES,CASH,20215,CASH DEP 20215,SUCCESS,SYSTEM,BR15,68.6
PS-82396cc8ff,2024-02-27,2024-03-11,9255.76,KES,MPESA,24211,MPESA 24211,SUCCESS,BATCH,BR09,53.26
PS-46997dc843,2024-03-30,2024-03-30,13413.13,KES,CASH,28969,CASH DEP 28969,SUCCESS,SYSTEM,BR11,78.18
PS-f91c3f90c5,2024-03-19,2024-03-06,49703.37,KES,CHEQUE,27506,Cheque dep member 27506,SUCCESS,BATCH,BR15,478.54
PS-e37ae1116f,2024-01-08,2024-03-17,15662.59,KES,CASH,22509,Cash deposit acc 22509,SUCCESS,BATCH,BR05,143.29
PS-569d8eba1c,2024-01-16,2024-02-26,32373.11,KES,CASH,21166,Cash deposit acc 21166,SUCCESS,TELLER,BR11,115.47
PS-2c91f05c8c,2024-01-05,2024-02-12,32450.95,KES,CHEQUE,28072,CHQ DEP MBR 28072,FAILED,BATCH,BR13,205.8
PS-17ba4c5ccd,2024-03-23,2024-02-21,4176.4,KES,CHEQUE,20173,CHQ DEP MBR 20173,SUCCESS,SYSTEM,BR16,40.74
PS-33c3cb3850,2024-03-15,2024-03-08,31980.88,KES,MPESA,29457,Mobile payment member 29457,SUCCESS,TELLER,BR06,258.65
PS-5ca282a7ac,2024-02-17,2024-03-27,28053.9,KES,CHEQUE,24300,Cheque dep member 24300,SUCCESS,SYSTEM,BR03,244.28
PS-8fc5a2f54c,2024-03-19,2024-03-12,29051.64,KES,CHEQUE,20295,Cheque dep member 20295,SUCCESS,SYSTEM,BR18,62.69
PS-fcc73fde3d,2024-01-01,2024-03-29,46582.62,KES,CHEQUE,27208,Cheque dep member 27208,SUCCESS,BATCH,BR13,274.24
PS-a6d5d21658,2024-03-24,2024-01-14,8942.23,KES,MPESA,21683,M-PESA PAY 21683,SUCCESS,TELLER,BR16,77.05
PS-6e97ed4323,2024-03-11,2024-03-15,11691.4,KES,MPESA,20953,MPESA 20953,SUCCESS,BATCH,BR15,79.23
PS-0b31f7da17,2024-02-22,2024-01-11,8007.48,KES,CASH,27422,Cash deposit acc 27422,FAILED,SYSTEM,BR03,21.88
PS-6c93f5eb88,2024-01-14,2024-03-04,3036.46,KES,CHEQUE,29349,Cheque dep member 29349,SUCCESS,BATCH,BR12,6.75
PS-7e01e58cb4,2024-03-26,2024-02-06,18925.09,KES,CHEQUE,22893,Cheque dep member 22893,SUCCESS,SYSTEM,BR06,141.72
PS-a1780994bc,2024-01-11,2024-01-02,34292.55,KES,CASH,23762,Cash deposit acc 23762,SUCCESS,BATCH,BR16,168.58
PS-30258d9ab2,2024-03-29,2024-03-24,13817.01,KES,MPESA,29880,M-PESA PAY 29880,SUCCESS,SYSTEM,BR08,123.6
PS-ec52d84a44,2024-02-27,2024-02-09,29952.65,KES,MPESA,26918,MPESA 26918,SUCCESS,TELLER,BR12,96.17
PS-1dd272108f,2024-01-11,2024-02-21,32598.09,KES,CASH,24225,CASH DEP 24225,SUCCESS,TELLER,BR12,268.23
PS-255121b35c,2024-03-28,2024-02-16,14940.18,KES,MPESA,23460,Mobile payment member 23460,FAILED,TELLER,BR08,84.69
PS-3b5754ef62,2024-02-20,2024-03-14,39576.03,KES,MPESA,23764,M-PESA PAY 23764,SUCCESS,BATCH,BR15,199.25
PS-e9490d2e02,2024-01-01,2024-03-08,33964.95,KES,CASH,21887,CASH DEP 21887,SUCCESS,SYSTEM,BR16,276.29
PS-e8c47bda9e,2024-02-16,2024-03-07,30136.23,KES,MPESA,27500,MPESA 27500,SUCCESS,BATCH,BR13,184.73
PS-16db8f88f2,2024-03-06,2024-01-08,14007.07,KES,MPESA,21291,Mobile payment member 21291,SUCCESS,SYSTEM,BR17,72.92
PS-603c130681,2024-02-02,2024-02-03,2734.07,KES,CASH,24640,CASH DEP 24640,SUCCESS,TELLER,BR19,18.97
PS-cc8eef8995,2024-02-01,2024-02-10,10850.44,KES,MPESA,29139,Mobile payment member 29139,SUCCESS,SYSTEM,BR19,31.19
PS-d2e4eda3a3,2024-03-30,2024-03-07,34727.99,KES,CHEQUE,21909,CHQ DEP MBR 21909,SUCCESS,BATCH,BR03,336.77
